X,Y,Name,description
-74.00930023,40.76234055,Riverbank West Resident,"Network ID: 20:58:69:45:66:0C
Encryption: WPA2
Time: 2023-07-25T16:36:43.000-07:00
Signal: -83.0
Accuracy: 4.01719
Type: WIFI"
-74.00930023,40.76234055,Riverbank 5G,"Network ID: 20:58:69:85:66:0C
Encryption: WPA2
Time: 2023-07-25T16:36:43.000-07:00
Signal: -85.0
Accuracy: 4.01719
Type: WIFI"
-74.04003143,40.68761063,SpectrumSetup-90,"Network ID: 20:9A:7D:0E:AE:96
Encryption: WPA2
Time: 2023-07-25T16:07:50.000-07:00
Signal: -89.0
Accuracy: 4.73498
Type: WIFI"
-74.02710724,40.71255875,SpectrumSetup-F8,"Network ID: 20:9A:7D:1D:84:FF
Encryption: WPA2
Time: 2023-07-25T16:14:17.000-07:00
Signal: -91.0
Accuracy: 3.62262
Type: WIFI"
-74.00987244,40.76160431,(no SSID),"Network ID: 22:35:FB:8E:BA:50
Encryption: Unknown
Time: 2023-07-25T16:36:18.000-07:00
Signal: -77.0
Accuracy: 5.03974
Type: WIFI"
-74.02760315,40.71153641,Manhatta-guest,"Network ID: 22:3F:1B:59:0B:8E
Encryption: Unknown
Time: 2023-07-25T16:14:02.000-07:00
Signal: -88.0
Accuracy: 3.8557
Type: WIFI"
-74.00987244,40.76160431,(no SSID),"Network ID: 22:7E:80:52:74:F2
Encryption: WPA2
Time: 2023-07-25T16:36:18.000-07:00
Signal: -92.0
Accuracy: 5.03974
Type: WIFI"
-74.00961304,40.76199722,HONEST.NET WIFI 5G,"Network ID: 22:E8:29:5B:8B:0D
Encryption: Unknown
Time: 2023-07-25T16:36:31.000-07:00
Signal: -88.0
Accuracy: 4.72112
Type: WIFI"
-74.00157928,40.76301956,(no SSID),"Network ID: 22:EF:BD:36:EA:DB
Encryption: WPA2
Time: 2023-07-25T16:48:22.000-07:00
Signal: -90.0
Accuracy: 10.6134
Type: WIFI"
-74.02655792,40.71401215,LeDistrict_Internal,"Network ID: 24:5A:4C:7A:A2:6C
Encryption: WPA2
Time: 2023-07-25T16:14:38.000-07:00
Signal: -85.0
Accuracy: 4.59738
Type: WIFI"
-74.00979614,40.76175308,Riverbank 5G,"Network ID: 24:79:2A:01:9A:3C
Encryption: WPA2
Time: 2023-07-25T16:36:23.000-07:00
Signal: -90.0
Accuracy: 4.80678
Type: WIFI"
-74.02648926,40.71423721,(no SSID),"Network ID: 24:79:2A:34:CF:CD
Encryption: WPA2
Time: 2023-07-25T16:14:41.000-07:00
Signal: -89.0
Accuracy: 4.91546
Type: WIFI"
-74.02837372,40.70960999,Air Katzner,"Network ID: 24:79:2A:74:B9:2C
Encryption: WPA2
Time: 2023-07-25T16:13:34.000-07:00
Signal: -92.0
Accuracy: 3.70152
Type: WIFI"
-74.04533386,40.68625259,(no SSID),"Network ID: 24:79:2A:74:CF:CD
Encryption: WPA2
Time: 2023-07-25T16:04:41.000-07:00
Signal: -91.0
Accuracy: 4.59844
Type: WIFI"
-74.02840424,40.70944595,Air Katzner 5.0,"Network ID: 24:79:2A:B4:B9:2C
Encryption: WPA2
Time: 2023-07-25T16:13:32.000-07:00
Signal: -91.0
Accuracy: 4.05123
Type: WIFI"
-74.02563477,40.71780396,Conrad_Meeting,"Network ID: 24:79:2A:B4:CF:CD
Encryption: Unknown
Time: 2023-07-25T16:15:31.000-07:00
Signal: -92.0
Accuracy: 6.37082
Type: WIFI"
-74.02648926,40.71423721,(no SSID),"Network ID: 24:79:2A:F4:CF:CC
Encryption: WPA2
Time: 2023-07-25T16:14:41.000-07:00
Signal: -89.0
Accuracy: 4.91546
Type: WIFI"
-74.02379608,40.72304916,ARRIS-B5A5-5G,"Network ID: 24:94:CB:96:AD:20
Encryption: WPA2
Time: 2023-07-25T16:16:44.000-07:00
Signal: -84.0
Accuracy: 10.5077
Type: WIFI"
-74.02655792,40.71401215,LeDistrict_Guests,"Network ID: 26:5A:4C:1A:A2:6C
Encryption: WPA2
Time: 2023-07-25T16:14:38.000-07:00
Signal: -86.0
Accuracy: 4.59738
Type: WIFI"
-74.02655792,40.71401215,2789576,"Network ID: 26:5A:4C:2A:A2:6C
Encryption: WPA2
Time: 2023-07-25T16:14:38.000-07:00
Signal: -86.0
Accuracy: 4.59738
Type: WIFI"
-74.02622986,40.7154007,2789576,"Network ID: 26:5A:4C:2A:C6:48
Encryption: WPA2
Time: 2023-07-25T16:14:57.000-07:00
Signal: -92.0
Accuracy: 4.92336
Type: WIFI"
-74.02619934,40.7156105,(no SSID),"Network ID: 26:5A:4C:3A:A2:6C
Encryption: WPA2
Time: 2023-07-25T16:15:00.000-07:00
Signal: -82.0
Accuracy: 5.09479
Type: WIFI"
-74.02622986,40.7154007,(no SSID),"Network ID: 26:5A:4C:3A:C6:48
Encryption: WPA2
Time: 2023-07-25T16:14:57.000-07:00
Signal: -91.0
Accuracy: 4.92336
Type: WIFI"
-74.02822876,40.71010208,Governors Island,"Network ID: 26:8D:CB:D9:26:AA
Encryption: Unknown
Time: 2023-07-25T16:13:41.000-07:00
Signal: -90.0
Accuracy: 3.78449
Type: WIFI"
-74.00961304,40.76199722,(no SSID),"Network ID: 26:E8:29:5B:8B:0D
Encryption: WPA2
Time: 2023-07-25T16:36:31.000-07:00
Signal: -88.0
Accuracy: 4.72112
Type: WIFI"
-74.04521179,40.68630981,TGITowerOmni-5G-Bkup,"Network ID: 28:76:10:15:AC:70
Encryption: WPA2
Time: 2023-07-25T16:04:37.000-07:00
Signal: -91.0
Accuracy: 4.21373
Type: WIFI"
-74.00939941,40.76223373,STARRY-NYMAN0009-NYMAN0029-5IGN,"Network ID: 28:76:10:19:7C:BC
Encryption: WPA2
Time: 2023-07-25T16:36:39.000-07:00
Signal: -91.0
Accuracy: 4.03639
Type: WIFI"
-74.02630615,40.71502686,IgniteNet0-1-5G-Backup,"Network ID: 28:76:10:19:95:D1
Encryption: WPA2
Time: 2023-07-25T16:14:52.000-07:00
Signal: -90.0
Accuracy: 5.44857
Type: WIFI"
-74.02687836,40.71313858,IgniteNet0-1-5G-Backup,"Network ID: 28:76:10:19:96:15
Encryption: WPA2
Time: 2023-07-25T16:14:25.000-07:00
Signal: -92.0
Accuracy: 3.86551
Type: WIFI"
-74.04099274,40.6866684,321WarrenStTo105GreeneSt,"Network ID: 28:76:10:1C:51:29
Encryption: WPA2
Time: 2023-07-25T16:07:09.000-07:00
Signal: -94.0
Accuracy: 4.27727
Type: WIFI"
-74.04480743,40.68639374,87SmithStTo100CongressSt,"Network ID: 28:76:10:1E:E9:78
Encryption: WPA2
Time: 2023-07-25T16:04:26.000-07:00
Signal: -89.0
Accuracy: 4.22757
Type: WIFI"
-74.02702332,40.71277618,2RiverTerraceTo105GreeneSt,"Network ID: 28:76:10:1F:3E:5B
Encryption: WPA2
Time: 2023-07-25T16:14:20.000-07:00
Signal: -91.0
Accuracy: 4.32691
Type: WIFI"
-74.00935364,40.76228333,(no SSID),"Network ID: 28:76:10:20:AB:F6
Encryption: WPA2
Time: 2023-07-25T16:36:41.000-07:00
Signal: -91.0
Accuracy: 4.01733
Type: WIFI"
-74.02702332,40.71277618,90WashingtonTo350Albany,"Network ID: 28:76:10:21:89:D4
Encryption: WPA2
Time: 2023-07-25T16:14:20.000-07:00
Signal: -80.0
Accuracy: 4.32691
Type: WIFI"
-74.00970459,40.76187897,Hangawi_5G_EXT,"Network ID: 28:87:BA:56:0A:41
Encryption: WPA2
Time: 2023-07-25T16:36:27.000-07:00
Signal: -85.0
Accuracy: 4.70491
Type: WIFI"
-74.02840424,40.70944595,14A's Wonderful WiFi_2g,"Network ID: 28:87:BA:CE:C2:33
Encryption: WPA2
Time: 2023-07-25T16:13:32.000-07:00
Signal: -83.0
Accuracy: 4.05123
Type: WIFI"
-74.02845001,40.70921707,77Greenwich-Amenity,"Network ID: 28:87:BA:D2:66:0B
Encryption: WPA2
Time: 2023-07-25T16:13:29.000-07:00
Signal: -85.0
Accuracy: 3.86551
Type: WIFI"
-74.02570343,40.71759415,77Greenwich-Amenity,"Network ID: 28:87:BA:D2:6F:5B
Encryption: WPA2
Time: 2023-07-25T16:15:28.000-07:00
Signal: -87.0
Accuracy: 6.70256
Type: WIFI"
-74.02586365,40.71709442,ShanZ,"Network ID: 28:EE:52:6D:70:1F
Encryption: WPA2
Time: 2023-07-25T16:15:21.000-07:00
Signal: -87.0
Accuracy: 6.40248
Type: WIFI"
-74.02760315,40.71153641,(no SSID),"Network ID: 2A:3F:1B:59:0B:8E
Encryption: WPA2
Time: 2023-07-25T16:14:02.000-07:00
Signal: -89.0
Accuracy: 3.8557
Type: WIFI"
-74.02682495,40.71326828,Spectrum Mobile,"Network ID: 2A:4E:FC:6F:BA:E7
Encryption: WPA2
Time: 2023-07-25T16:14:27.000-07:00
Signal: -90.0
Accuracy: 4.05021
Type: WIFI"
-74.00925446,40.76239395,Circle Line Manhattan Wi-Fi,"Network ID: 2A:8D:CB:70:04:1B
Encryption: Unknown
Time: 2023-07-25T16:36:45.000-07:00
Signal: -84.0
Accuracy: 4.01684
Type: WIFI"
-74.04492188,40.68638229,Circle Line Brooklyn Wi-Fi,"Network ID: 2A:8D:CB:70:08:E3
Encryption: Unknown
Time: 2023-07-25T16:04:29.000-07:00
Signal: -83.0
Accuracy: 5.19769
Type: WIFI"
-74.04471588,40.68640137,Circle Line Brooklyn Wi-Fi,"Network ID: 2A:8D:CB:70:08:F5
Encryption: Unknown
Time: 2023-07-25T16:04:24.000-07:00
Signal: -86.0
Accuracy: 6.54699
Type: WIFI"
-74.04460144,40.68497086,Circle Line Liberty Wi-Fi,"Network ID: 2A:8D:CB:70:08:F7
Encryption: Unknown
Time: 2023-07-25T16:05:37.000-07:00
Signal: -74.0
Accuracy: 3.85326
Type: WIFI"
-74.00925446,40.76239395,Circle Line Manhattan Wi-Fi,"Network ID: 2A:8D:CB:70:09:9B
Encryption: Unknown
Time: 2023-07-25T16:36:45.000-07:00
Signal: -85.0
Accuracy: 4.01684
Type: WIFI"
-74.04486084,40.68503571,Circle Line Liberty Wi-Fi,"Network ID: 2A:8D:CB:70:0A:E9
Encryption: Unknown
Time: 2023-07-25T16:05:31.000-07:00
Signal: -88.0
Accuracy: 3.70152
Type: WIFI"
-74.04460144,40.68497086,Circle Line Liberty Wi-Fi,"Network ID: 2A:8D:CB:70:0B:28
Encryption: Unknown
Time: 2023-07-25T16:05:37.000-07:00
Signal: -67.0
Accuracy: 3.82751
Type: WIFI"
-74.04442596,40.68639755,Circle Line Brooklyn Wi-Fi,"Network ID: 2A:8D:CB:70:0C:90
Encryption: Unknown
Time: 2023-07-25T16:04:17.000-07:00
Signal: -89.0
Accuracy: 7.20641
Type: WIFI"
-74.0025177,40.76371002,Circle Line Queens Wi-Fi,"Network ID: 2A:8D:CB:70:0C:94
Encryption: Unknown
Time: 2023-07-25T16:40:45.000-07:00
Signal: -82.0
Accuracy: 10.4274
Type: WIFI"
-74.00247192,40.76368713,Circle Line Queens Wi-Fi,"Network ID: 2A:8D:CB:70:0C:E4
Encryption: Unknown
Time: 2023-07-25T16:40:47.000-07:00
Signal: -75.0
Accuracy: 10.2425
Type: WIFI"
-74.04460144,40.68497086,Circle Line Liberty Wi-Fi,"Network ID: 2A:8D:CB:70:0C:F4
Encryption: Unknown
Time: 2023-07-25T16:05:37.000-07:00
Signal: -60.0
Accuracy: 3.82751
Type: WIFI"
-74.00283051,40.7638588,Circle Line Queens Wi-Fi,"Network ID: 2A:8D:CB:70:0D:03
Encryption: Unknown
Time: 2023-07-25T16:40:29.000-07:00
Signal: -86.0
Accuracy: 10.4274
Type: WIFI"
-74.00202942,40.76343536,Circle Line Staten Island Wi-Fi,"Network ID: 2A:8D:CB:70:0D:14
Encryption: Unknown
Time: 2023-07-25T16:41:19.000-07:00
Signal: -84.0
Accuracy: 13.0337
Type: WIFI"
-74.00917816,40.7624855,Circle Line Manhattan Wi-Fi,"Network ID: 2A:8D:CB:70:0D:2F
Encryption: Unknown
Time: 2023-07-25T16:36:48.000-07:00
Signal: -88.0
Accuracy: 4.01663
Type: WIFI"
-74.0015564,40.76298141,Circle Line Manhattan Wi-Fi,"Network ID: 2A:8D:DB:70:04:1B
Encryption: Unknown
Time: 2023-07-25T16:47:34.000-07:00
Signal: -86.0
Accuracy: 14.6082
Type: WIFI"
-74.04471588,40.68640137,Circle Line Brooklyn Wi-Fi,"Network ID: 2A:8D:DB:70:08:F5
Encryption: Unknown
Time: 2023-07-25T16:04:24.000-07:00
Signal: -75.0
Accuracy: 4.22757
Type: WIFI"
-74.04442596,40.68495178,Circle Line Liberty Wi-Fi,"Network ID: 2A:8D:DB:70:08:F7
Encryption: Unknown
Time: 2023-07-25T16:05:41.000-07:00
Signal: -72.0
Accuracy: 3.70152
Type: WIFI"
-74.00898743,40.76269913,Circle Line Manhattan Wi-Fi,"Network ID: 2A:8D:DB:70:09:9B
Encryption: Unknown
Time: 2023-07-25T16:36:55.000-07:00
Signal: -74.0
Accuracy: 4.01615
Type: WIFI"
-74.04418182,40.6849556,Circle Line Liberty Wi-Fi,"Network ID: 2A:8D:DB:70:0A:E9
Encryption: Unknown
Time: 2023-07-25T16:05:46.000-07:00
Signal: -83.0
Accuracy: 3.98894
Type: WIFI"
-74.04433441,40.68495178,Circle Line Liberty Wi-Fi,"Network ID: 2A:8D:DB:70:0B:28
Encryption: Unknown
Time: 2023-07-25T16:05:43.000-07:00
Signal: -69.0
Accuracy: 3.88619
Type: WIFI"
-74.04528046,40.68628311,Circle Line Brooklyn Wi-Fi,"Network ID: 2A:8D:DB:70:0C:90
Encryption: Unknown
Time: 2023-07-25T16:04:39.000-07:00
Signal: -82.0
Accuracy: 4.56767
Type: WIFI"
-74.00247192,40.76368713,Circle Line Queens Wi-Fi,"Network ID: 2A:8D:DB:70:0C:94
Encryption: Unknown
Time: 2023-07-25T16:40:47.000-07:00
Signal: -68.0
Accuracy: 10.2425
Type: WIFI"
-74.00234985,40.76364517,Circle Line Queens Wi-Fi,"Network ID: 2A:8D:DB:70:0C:E4
Encryption: Unknown
Time: 2023-07-25T16:40:54.000-07:00
Signal: -68.0
Accuracy: 10.6091
Type: WIFI"
-74.04442596,40.68495178,Circle Line Liberty Wi-Fi,"Network ID: 2A:8D:DB:70:0C:F4
Encryption: Unknown
Time: 2023-07-25T16:05:41.000-07:00
Signal: -53.0
Accuracy: 3.87506
Type: WIFI"
-74.0029068,40.76389694,Circle Line Queens Wi-Fi,"Network ID: 2A:8D:DB:70:0D:03
Encryption: Unknown
Time: 2023-07-25T16:40:26.000-07:00
Signal: -77.0
Accuracy: 10.5166
Type: WIFI"
-74.0016861,40.76331711,Circle Line Staten Island Wi-Fi,"Network ID: 2A:8D:DB:70:0D:14
Encryption: Unknown
Time: 2023-07-25T16:41:56.000-07:00
Signal: -74.0
Accuracy: 11.2631
Type: WIFI"
-74.00158691,40.76298523,PServices,"Network ID: 2C:C8:1B:33:39:77
Encryption: WPA2
Time: 2023-07-25T16:45:06.000-07:00
Signal: -93.0
Accuracy: 16.2907
Type: WIFI"
-74.00930023,40.76234055,Classic Car Club,"Network ID: 2C:E6:CC:1A:86:2C
Encryption: WPA2
Time: 2023-07-25T16:36:43.000-07:00
Signal: -88.0
Accuracy: 4.01482
Type: WIFI"
-74.01147461,40.759758,Classic Car Club,"Network ID: 2C:E6:CC:1A:D5:98
Encryption: WPA2
Time: 2023-07-25T16:30:26.000-07:00
Signal: -91.0
Accuracy: 20.3698
Type: WIFI"
-74.00939941,40.76223373,Classic Car Club,"Network ID: 2C:E6:CC:1A:D5:9C
Encryption: WPA2
Time: 2023-07-25T16:36:39.000-07:00
Signal: -89.0
Accuracy: 4.01482
Type: WIFI"
-74.01107788,40.76015854,Classic Car Club,"Network ID: 2C:E6:CC:1E:30:E8
Encryption: WPA2
Time: 2023-07-25T16:32:24.000-07:00
Signal: -93.0
Accuracy: 11.6489
Type: WIFI"
-74.00892639,40.76276398,(no SSID),"Network ID: 2C:E6:CC:5A:86:2C
Encryption: WPA2
Time: 2023-07-25T16:36:57.000-07:00
Signal: -89.0
Accuracy: 4.01601
Type: WIFI"
-74.01120758,40.76013184,(no SSID),"Network ID: 2C:E6:CC:5A:D5:98
Encryption: WPA2
Time: 2023-07-25T16:31:16.000-07:00
Signal: -92.0
Accuracy: 11.9924
Type: WIFI"
-74.00935364,40.76228333,(no SSID),"Network ID: 2C:E6:CC:5A:D5:9C
Encryption: WPA2
Time: 2023-07-25T16:36:41.000-07:00
Signal: -88.0
Accuracy: 4.01733
Type: WIFI"
-74.00930023,40.76234055,Classic Car Club Guests,"Network ID: 2C:E6:CC:9A:86:2C
Encryption: WPA2
Time: 2023-07-25T16:36:43.000-07:00
Signal: -87.0
Accuracy: 4.01482
Type: WIFI"
-74.01147461,40.759758,Classic Car Club Guests,"Network ID: 2C:E6:CC:9A:D5:98
Encryption: WPA2
Time: 2023-07-25T16:30:26.000-07:00
Signal: -90.0
Accuracy: 20.3698
Type: WIFI"
-74.00939941,40.76223373,Classic Car Club Guests,"Network ID: 2C:E6:CC:9A:D5:9C
Encryption: WPA2
Time: 2023-07-25T16:36:39.000-07:00
Signal: -88.0
Accuracy: 4.01482
Type: WIFI"
-74.00892639,40.76276398,(no SSID),"Network ID: 2C:E6:CC:DA:86:2C
Encryption: WPA2
Time: 2023-07-25T16:36:57.000-07:00
Signal: -89.0
Accuracy: 4.01601
Type: WIFI"
-74.00975037,40.76181793,(no SSID),"Network ID: 2C:E6:CC:DA:D5:9C
Encryption: WPA2
Time: 2023-07-25T16:36:25.000-07:00
Signal: -93.0
Accuracy: 4.01719
Type: WIFI"
-74.02802277,40.7106514,SpectrumSetup-60,"Network ID: 2C:EA:DC:11:BB:5F
Encryption: WPA2
Time: 2023-07-25T16:13:49.000-07:00
Signal: -92.0
Accuracy: 4.16906
Type: WIFI"
-74.02760315,40.71153641,Manhatta-wireless,"Network ID: 2E:3F:1B:59:0B:8E
Encryption: WPA2
Time: 2023-07-25T16:14:02.000-07:00
Signal: -88.0
Accuracy: 3.8557
Type: WIFI"
-74.02661896,40.71380997,HONEST.NET WIFI 5G,"Network ID: 2E:76:10:1C:6E:5B
Encryption: Unknown
Time: 2023-07-25T16:14:35.000-07:00
Signal: -89.0
Accuracy: 4.58632
Type: WIFI"
-74.02616119,40.71582031,test123,"Network ID: 2E:7B:D8:EA:38:4C
Encryption: WPA2
Time: 2023-07-25T16:15:03.000-07:00
Signal: -82.0
Accuracy: 5.2682
Type: WIFI"
-74.02687836,40.71313858,77Greenwich-Management,"Network ID: 2E:87:BA:D2:66:0B
Encryption: WPA2
Time: 2023-07-25T16:14:25.000-07:00
Signal: -90.0
Accuracy: 3.86551
Type: WIFI"
-74.02702332,40.71277618,77Greenwich-Management,"Network ID: 2E:87:BA:D2:6F:5A
Encryption: WPA2
Time: 2023-07-25T16:14:20.000-07:00
Signal: -81.0
Accuracy: 4.32691
Type: WIFI"
-74.02655792,40.71401215,77Greenwich-Management,"Network ID: 2E:87:BA:D2:6F:5B
Encryption: WPA2
Time: 2023-07-25T16:14:38.000-07:00
Signal: -87.0
Accuracy: 4.97867
Type: WIFI"
-74.02602386,40.71642303,Spectrum Mobile,"Network ID: 2E:AB:F8:37:F6:04
Encryption: WPA2
Time: 2023-07-25T16:15:11.000-07:00
Signal: -83.0
Accuracy: 4.68533
Type: WIFI"
-74.04486084,40.68503571,GlobalWiFi_0RFCQT,"Network ID: 30:89:D3:38:A5:ED
Encryption: WPA2
Time: 2023-07-25T16:05:31.000-07:00
Signal: -84.0
Accuracy: 3.93372
Type: WIFI"
-74.02645111,40.71437454,SpectrumSetup-50,"Network ID: 30:93:BC:FD:FC:57
Encryption: WPA2
Time: 2023-07-25T16:14:43.000-07:00
Signal: -84.0
Accuracy: 5.26052
Type: WIFI"
-74.00793457,40.76383972,optimumwifi,"Network ID: 32:24:78:BD:1B:D0
Encryption: Unknown
Time: 2023-07-25T16:37:31.000-07:00
Signal: -88.0
Accuracy: 5.61279
Type: WIFI"
-74.02590942,40.71687317,Collabera_Guest,"Network ID: 32:56:FE:C7:92:21
Encryption: WPA2
Time: 2023-07-25T16:15:18.000-07:00
Signal: -85.0
Accuracy: 6.24672
Type: WIFI"
-74.02693939,40.71298981,(no SSID),"Network ID: 32:7B:D8:EA:38:4C
Encryption: WPA2
Time: 2023-07-25T16:14:23.000-07:00
Signal: -89.0
Accuracy: 3.70008
Type: WIFI"
-74.02845001,40.70921707,(no SSID),"Network ID: 32:87:BA:D2:66:0B
Encryption: WPA2
Time: 2023-07-25T16:13:29.000-07:00
Signal: -85.0
Accuracy: 4.05021
Type: WIFI"
-74.01066589,40.76070023,(no SSID),"Network ID: 32:8D:CB:68:BF:57
Encryption: WPA2
Time: 2023-07-25T16:35:19.000-07:00
Signal: -90.0
Accuracy: 26.5153
Type: WIFI"
-74.00991821,40.76154709,(no SSID),"Network ID: 32:8D:CB:68:CB:56
Encryption: WPA2
Time: 2023-07-25T16:36:16.000-07:00
Signal: -90.0
Accuracy: 5.16616
Type: WIFI"
-74.02630615,40.71502686,(no SSID),"Network ID: 32:8D:CB:6E:DB:F9
Encryption: WPA2
Time: 2023-07-25T16:14:52.000-07:00
Signal: -89.0
Accuracy: 5.44857
Type: WIFI"
-74.00925446,40.76239395,(no SSID),"Network ID: 32:8D:CB:70:04:1B
Encryption: WPA2
Time: 2023-07-25T16:36:45.000-07:00
Signal: -84.0
Accuracy: 4.01684
Type: WIFI"
-74.04533386,40.68625259,(no SSID),"Network ID: 32:8D:CB:70:08:E3
Encryption: WPA2
Time: 2023-07-25T16:04:41.000-07:00
Signal: -86.0
Accuracy: 4.59844
Type: WIFI"
-74.04478455,40.68501282,(no SSID),"Network ID: 32:8D:CB:70:08:F7
Encryption: WPA2
Time: 2023-07-25T16:05:33.000-07:00
Signal: -76.0
Accuracy: 3.94433
Type: WIFI"
-74.00925446,40.76239395,(no SSID),"Network ID: 32:8D:CB:70:09:9B
Encryption: WPA2
Time: 2023-07-25T16:36:45.000-07:00
Signal: -85.0
Accuracy: 4.01684
Type: WIFI"
-74.04389954,40.68501282,(no SSID),"Network ID: 32:8D:CB:70:0A:E9
Encryption: WPA2
Time: 2023-07-25T16:05:52.000-07:00
Signal: -89.0
Accuracy: 3.70152
Type: WIFI"
-74.04442596,40.68495178,(no SSID),"Network ID: 32:8D:CB:70:0B:28
Encryption: WPA2
Time: 2023-07-25T16:05:41.000-07:00
Signal: -71.0
Accuracy: 3.79472
Type: WIFI"
-74.00234985,40.76364517,(no SSID),"Network ID: 32:8D:CB:70:0C:94
Encryption: WPA2
Time: 2023-07-25T16:40:54.000-07:00
Signal: -82.0
Accuracy: 10.4274
Type: WIFI"
-74.00255585,40.76373672,(no SSID),"Network ID: 32:8D:CB:70:0C:E4
Encryption: WPA2
Time: 2023-07-25T16:40:43.000-07:00
Signal: -78.0
Accuracy: 10.5166
Type: WIFI"
-74.04460144,40.68497086,(no SSID),"Network ID: 32:8D:CB:70:0C:F4
Encryption: WPA2
Time: 2023-07-25T16:05:37.000-07:00
Signal: -60.0
Accuracy: 3.70076
Type: WIFI"
-74.00274658,40.76382065,(no SSID),"Network ID: 32:8D:CB:70:0D:03
Encryption: WPA2
Time: 2023-07-25T16:40:33.000-07:00
Signal: -84.0
Accuracy: 10.6091
Type: WIFI"
-74.00202942,40.76343536,(no SSID),"Network ID: 32:8D:CB:70:0D:14
Encryption: WPA2
Time: 2023-07-25T16:41:19.000-07:00
Signal: -83.0
Accuracy: 12.181
Type: WIFI"
-74.00917816,40.7624855,(no SSID),"Network ID: 32:8D:CB:70:0D:2F
Encryption: WPA2
Time: 2023-07-25T16:36:48.000-07:00
Signal: -87.0
Accuracy: 4.01663
Type: WIFI"
-74.00898743,40.76269913,(no SSID),"Network ID: 32:8D:CB:D9:28:2A
Encryption: WPA2
Time: 2023-07-25T16:36:55.000-07:00
Signal: -87.0
Accuracy: 4.01615
Type: WIFI"
-74.04480743,40.68639374,(no SSID),"Network ID: 32:8D:DB:70:08:E3
Encryption: WPA2
Time: 2023-07-25T16:04:26.000-07:00
Signal: -79.0
Accuracy: 5.90951
Type: WIFI"
-74.04407501,40.68497086,(no SSID),"Network ID: 32:8D:DB:70:08:F7
Encryption: WPA2
Time: 2023-07-25T16:05:48.000-07:00
Signal: -70.0
Accuracy: 3.70152
Type: WIFI"
-74.04418182,40.6849556,(no SSID),"Network ID: 32:8D:DB:70:0A:E9
Encryption: WPA2
Time: 2023-07-25T16:05:46.000-07:00
Signal: -85.0
Accuracy: 3.70152
Type: WIFI"
-74.04433441,40.68495178,(no SSID),"Network ID: 32:8D:DB:70:0B:28
Encryption: WPA2
Time: 2023-07-25T16:05:43.000-07:00
Signal: -69.0
Accuracy: 3.79472
Type: WIFI"
-74.04528046,40.68628311,(no SSID),"Network ID: 32:8D:DB:70:0C:90
Encryption: WPA2
Time: 2023-07-25T16:04:39.000-07:00
Signal: -82.0
Accuracy: 4.56767
Type: WIFI"
-74.00247192,40.76368713,(no SSID),"Network ID: 32:8D:DB:70:0C:94
Encryption: WPA2
Time: 2023-07-25T16:40:47.000-07:00
Signal: -69.0
Accuracy: 10.2425
Type: WIFI"
-74.00234985,40.76364517,(no SSID),"Network ID: 32:8D:DB:70:0C:E4
Encryption: WPA2
Time: 2023-07-25T16:40:54.000-07:00
Signal: -67.0
Accuracy: 10.6091
Type: WIFI"
-74.04373932,40.68506622,(no SSID),"Network ID: 32:8D:DB:70:0C:F4
Encryption: WPA2
Time: 2023-07-25T16:05:56.000-07:00
Signal: -57.0
Accuracy: 3.79472
Type: WIFI"
-74.0029068,40.76389694,(no SSID),"Network ID: 32:8D:DB:70:0D:03
Encryption: WPA2
Time: 2023-07-25T16:40:26.000-07:00
Signal: -77.0
Accuracy: 10.5166
Type: WIFI"
-74.00164032,40.76322937,(no SSID),"Network ID: 32:8D:DB:70:0D:14
Encryption: WPA2
Time: 2023-07-25T16:42:21.000-07:00
Signal: -81.0
Accuracy: 17.5218
Type: WIFI"
-74.00154877,40.7630043,(no SSID),"Network ID: 32:8D:DB:D9:28:2A
Encryption: WPA2
Time: 2023-07-25T16:47:54.000-07:00
Signal: -85.0
Accuracy: 12.0286
Type: WIFI"
-74.01066589,40.76070023,Capstone WiFi Calling,"Network ID: 34:20:E3:0E:88:49
Encryption: Unknown
Time: 2023-07-25T16:35:19.000-07:00
Signal: -93.0
Accuracy: 26.5153
Type: WIFI"
-74.02590942,40.71687317,Collabera_Wifi,"Network ID: 34:56:FE:C7:92:21
Encryption: WPA2
Time: 2023-07-25T16:15:18.000-07:00
Signal: -85.0
Accuracy: 6.24672
Type: WIFI"
-74.02607727,40.71620178,12D,"Network ID: 34:98:B5:F4:E9:DD
Encryption: WPA3
Time: 2023-07-25T16:15:08.000-07:00
Signal: -89.0
Accuracy: 4.59738
Type: WIFI"
-74.00970459,40.76187897,Tate Public Wifi,"Network ID: 34:FA:9F:22:A2:2C
Encryption: WPA2
Time: 2023-07-25T16:36:27.000-07:00
Signal: -87.0
Accuracy: 4.70491
Type: WIFI"
-74.00970459,40.76187897,Tate Equip,"Network ID: 34:FA:9F:62:A2:2C
Encryption: WPA2
Time: 2023-07-25T16:36:27.000-07:00
Signal: -87.0
Accuracy: 4.70491
Type: WIFI"
-74.03986359,40.68774414,100-87,"Network ID: 38:8B:59:C2:B6:D5
Encryption: WPA2
Time: 2023-07-25T16:07:55.000-07:00
Signal: -92.0
Accuracy: 5.74579
Type: WIFI"
-74.00949097,40.76214981,(no SSID),"Network ID: 38:94:ED:5B:38:57
Encryption: WPA2
Time: 2023-07-25T16:36:36.000-07:00
Signal: -90.0
Accuracy: 4.82291
Type: WIFI"
